id,url,title,img_url,type,country,synopsis,director,alsoknownas,episodes,score,ranked,popularity,watchers,aired,duration,genres,tags,mainrole,supportrole
13239,https://mydramalist.com/13239-signal,Signal (2016),https://i.mydramalist.com/6wYZO_4c.jpg?v=1, Drama, South Korea ,"Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police.   Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One day, he finds a walkie-talkie that allows him to get in contact with Detective Lee Jae Han who is in the past. Police officers Hae Yeong, Jae Han, and Cha So Hyun then set out on a journey to solve cold cases.  ", Kim Won Suk ,  Sigeuneol  , 16," 9.0 (scored by 25,393 users)", #29, #67," 61,221"," Jan 22, 2016 - Mar 12, 2016", 1 hr. 15 min.,"Thriller,Mystery,Sci-Fi","DifferentTimelines,HwaseongSerialMurders,Murder,CriminalProfiler,SerialKiller,Investigation,Death,TragicPast,Corruption,Suspense","Lee Je Hoon,Kim Hye Soo,Jo Jin Woong,","Kim Won Hae,Lee Yoo Joon,Jang Hyun Sung,"
59381,https://mydramalist.com/59381-navillera,Navillera (2021),https://i.mydramalist.com/wE3AA_4c.jpg?v=1, Drama, South Korea ,"A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.  Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support his family. Now, Shim Deok Chool makes the decision to pursue his dream again. His family, including his wife and adult children, are not happy with his decision, but Shim Deok Chool does not waver in pursuing his life long dream. He joins a ballet company to learn ballet. There, he meets Lee Chae Rok.  Lee Chae Rok is a 23-year-old man. While growing up, he played different sports like baseball, swimming, and soccer, but he wasn't talented in any of those activities. He then became interested in ballet. His mother was a ballet dancer, but she died from a disease when Lee Chae Rok was young. His father later went bankrupt. Lee Chae Rok learned that he has a talent for ballet, but, after pursuing ballet, he barely has contact with his father and he has a hard time supporting himself financially. Going through hard times, his desire for ballet fades away. At this time, Sim Deok Chool appears in front of him.    ~~ Adapted from the webtoon ""Navillera” (나빌레라) written by Hun and illustrated by Ji Min.", Han Dong Hwa ,"  Navillera: Like a Butterfly ,  Nabillera  ", 12," 9.0 (scored by 11,535 users)", #30, #247," 29,036"," Mar 22, 2021 - Apr 27, 2021", 1 hr. 5 min.,"Friendship,Life,Drama,Family","Ballet,Dream,LifeLesson,Old-YoungGeneration,UnusualFriendship,AdaptedFromAWebtoon,Father-SonRelationship,SecondChance,Grandpa-GranddaughterRelationship,MarriedCouple","Park In Hwan,Song Kang,","Na Moon Hee,Hong Seung Hee,Kim Tae Hoon,Yoon  Ji Hye,"
61371,https://mydramalist.com/61371-vincenzo,Vincenzo (2021),https://i.mydramalist.com/vAnBe_4c.jpg?v=1, Drama, South Korea ,"At the age of eight, Park Joo Hyeong went to Italy after being adopted. He is now an adult and known as Vincenzo Cassano to the Mafia, who employs him as a consigliere. Because mafia factions are at war with each other, he flees to South Korea, where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivaled conglomerate a taste of its own medicine with a side of justice.  ", Kim Hee Won ,  Binsenjo  , 20," 9.0 (scored by 44,289 users)", #31, #27," 81,057"," Feb 20, 2021 - May  2, 2021", 1 hr. 25 min.,"Comedy,Law,Crime,Drama","Mafia,Revenge,SmartMaleLead,EccentricFemaleLead,Injustice,CharmingMaleLead,Bromance,Father-DaughterRelationship,BadassMaleLead,SmartFemaleLead","Song Joong Ki,Jeon Yeo Been,Ok Taec Yeon,","Kim Yeo Jin,Jo Han Chul,Kwak Dong Yeon,"
35729,https://mydramalist.com/35729-emergency-lands-of-love,Crash Landing on You (2019),https://i.mydramalist.com/XrN2dc.jpg?v=1, Drama, South Korea ,"After getting into a paragliding accident, South Korean heiress Yoon Se Ri crash lands in North Korea. There, she meets North Korean army officer Ri Jung Hyuk, who agrees to help her return to South Korea. Despite the tension between their countries, the two of them start falling for one another.   ", Lee Jeong Hyo ,"  Salangui Bulsichag ,  Sarangui Bulsichag ,  Breakdown of Love ,  The Crash of Love ,  Love's Crash Landing ,  Love’s Emergency Landing ,  Emergency Love Landing ,  Sarangui Boolshichak ,  Emergency Lands of Love ,  Sarangui bulsichak ,  Crash Landing of Love ,  Love Crashes ,  Unsettling Lo  ", 16," 9.0 (scored by 65,049 users)", #32, #11," 115,393"," Dec 14, 2019 - Feb 16, 2020", 1 hr. 25 min.,"Military,Comedy,Romance,Political","NorthAndSouthKorea,StarCrossedLovers,StrongMaleLead,RichFemaleLead,NorthKorean,Soldier,Fate,NiceMaleLead,Friendship,CalmMaleLead","Hyun Bin,Son Ye Jin,Seo Ji Hye,Kim Jung Hyun,","Yang Kyung Won,Lee Shin Young,"
690709,https://mydramalist.com/690709-happiness,Happiness (2021),https://i.mydramalist.com/BWXjV_4c.jpg?v=1, Drama, South Korea ,"Yoon Sae Bom is a special agent with quick wits and reflexes and another special quality. She earns the opportunity to move into a new apartment set aside for civil servants in a coveted apartment complex by pretending to marry high school friend Jung Yi Hyun. Yi Hyun is a detective investigating the spread of a mysterious disease. They are trapped in their apartment building when Han Tae Seok, head of the task force to control the spread of the disease, orders the complex to be sealed off from the rest of the city.    Quarantine and disease reveal a social caste system, bringing out the best and worst of the apartment residents.  ", Ahn Gil Ho ,  Haepiniseu  , 12," 8.9 (scored by 18,949 users)", #36, #166," 37,017"," Nov  5, 2021 - Dec 11, 2021", 1 hr. 5 min.,"Action,Thriller,Drama,Sci-Fi","StrongFemaleLead,Disease,Virus,Survival,FakeMarriage,SmartMaleLead,Discrimination,SlowBurnRomance,InfectiousDisease,Illness","Han Hyo Joo,Park Hyung Sik,Jo  Woo Jin,","Lee Joon Hyuk,Park Joo Hee,Baek Hyun Jin,"
32220,https://mydramalist.com/32220-kingdom-2,Kingdom: Season 2 (2020),https://i.mydramalist.com/2qelVc.jpg?v=1, Drama, South Korea ,"Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne.    "," Kim Sung Hoon,  Park In Je ","  Kingdeom sijeun2 ,  Kingdeom Seuszen 2 ,  Kingdom 2 ,  Kingdom Season 2 ,  킹덤 2  ", 6," 8.9 (scored by 18,163 users)", #37, #238," 29,761"," Mar 13, 2020", 45 min.,"Thriller,Historical,Horror,Supernatural","Zombies,Corruption,StrongMaleLead,Gore,StrongFemaleLead,PowerStruggle,SmartFemaleLead,Death,PalacePolitics,Greed","Joo Ji Hoon,Bae Doo Na,Kim Sung Gyu,","Ryu Seung Ryong,Kim  Sang Ho,Jun Suk Ho,"
30740,https://mydramalist.com/30740-sky-castle,SKY Castle (2018),https://i.mydramalist.com/4053wc.jpg?v=1, Drama, South Korea ,"Han Seo Jin, Noh Seung Hye, Jin Jin Hee, and Lee Myung Joo all live with their families in SKY Castle, a luxury private neighborhood hosting wealthy doctors and professors. All of the women wish for their children to enter prestigious universities and are actively supporting their education.  Following the acceptance of Myung Joo’s son into Seoul National University as a medical student, an incident occurs, resulting in the family quickly moving out. To the surprise of Sky Castle’s residents, Lee Soo Im and her inferior family move in. After interacting with the families there, Soo Im takes it upon herself to help the stressed children by challenging the other women of SKY Castle, meanwhile questioning her ways of supporting her step-son as well. She soon starts to uncover the truth of what happened to Myung Joo's family and their relation to the grade coordinator, Kim Joo Young.  ", Jo Hyun Taek ,"  SKY Kaeseul ,  Princess Maker ,  프린세스 메이커  ", 20," 8.9 (scored by 21,471 users)", #38, #93," 51,483"," Nov 23, 2018 - Feb  1, 2019", 1 hr. 15 min.,"Mystery,Psychological,Drama,Family","MultipleMains,SocialCommentary,FamilyPressure,Medical,SocialSatire,FemaleCenteredPlot,Satire,Hospital,Mother-DaughterRelationship,Death","Yeom Jung Ah,Lee Tae Ran,Yoon Se Ah,Oh Na Ra,Kim Seo Hyung,","Jung Joon Ho,"
23920,https://mydramalist.com/23920-mr.-sunshine,Mr. Sunshine (2018),https://i.mydramalist.com/vKrdW_4c.jpg?v=1, Drama, South Korea ,"Mr. Sunshine centers on a young boy born into a house servant's family and travels to the United States during the 1871 Shinmiyangyo (U.S. expedition to Korea). He returns to his homeland later as a U.S. marine officer. He meets and falls in love with an aristocrat’s daughter. At the same time, he discovers a plot by foreign forces to colonize Korea. ", Lee Eung Bok ,"  Miseuteo Shunshain ,  Mister Sunshine  ", 24," 8.9 (scored by 17,814 users)", #39, #99," 50,011"," Jul  7, 2018 - Sep 30, 2018", 1 hr. 20 min.,"Military,Historical,Romance,Melodrama","StrongMaleLead,IndependentFemaleLead,StrongFemaleLead,SmartMaleLead,Bromance,GunViolence,FemaleLeadActionScenes,Rebellion,JapaneseColonialRule,Sword-fight","Lee Byung Hun,Kim Tae Ri,Yoo Yeon Seok,Byun Yo Han,Kim Min Jung,","Kim Gab Soo,"
695149,https://mydramalist.com/695149-twenty-five-twenty-one,Twenty-Five Twenty-One (2022),https://i.mydramalist.com/ROOPo_4c.jpg?v=1, Drama, South Korea ,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.  Na Hee Do is a member of her high school fencing team. Due to the South Korean financial crisis, the high school fencing team gets disbanded. Getting through all the difficulties, she becomes a member of the national fencing team.  The South Korean financial crisis also causes Baek Yi Jin’s father's business to go bankrupt. This leads to a life change for Baek Yi Jin, from living the life of a wealthy person to a poor person. While studying, he works part-time jobs like delivering newspapers. Later, he becomes a sports reporter for a broadcasting network.  ", Jung Ji Hyun ,"  Twenty Five Twenty One ,  Seumuldaseos Seumulhana ,  Seumuldaseot Seumulhana ,  2521  ", 16," 8.9 (scored by 12,450 users)", #43, #221," 31,389"," Feb 12, 2022 - Apr  3, 2022", 1 hr. 15 min.,"Romance,Life,Drama,Melodrama","1990s,NiceMaleLead,ComingOfAge,Fencing,IMFCrisis,Athlete,Friendship,FriendsToLovers,Nostalgia,CharacterDevelopment","Kim Tae Ri,Nam Joo Hyuk,Bona,Choi Hyun Wook,Lee Joo Myung,","Seo Jae Hee,"
61399,https://mydramalist.com/61399-dress-sleeved-red,The Red Sleeve (2021),https://i.mydramalist.com/2WpKk_4c.jpg?v=1, Drama, South Korea ,"In Korea during the second half of the 1700s, Yi San is an aloof and perfection-loving young prince. His father’s killing haunts him, although it leaves him in the position to take the throne once his grandfather – the cruel and ruthless current king responsible for Yi San’s father’s death – dies. He has resolved to become a benevolent monarch who will reform the law when he eventually takes the throne, but the way his father was killed has scarred him emotionally.  At court, he meets a young woman named Sung Deok Im. Yi San falls in love with her and tries to convince her to become his official concubine. But Sung Deok Im is strong-willed and free-spirited. She is also intelligent enough to understand that becoming a royal consort to the future king is a prestigious role, but one that would restrict her freedom and likely bring her little in the way of joy. But Yi San’s love for Sung Deok Im is true, and she starts to understand that forming a union with him could ultimately benefit his troubled realm.    ~~ Adapted from the novel ""The Sleeve's Red Cuff"" (옷소매 붉은 끝동) by Kang Mi Kang (강미강)."," Jung Ji In,  Song Yeon Hwa ","  Red Cuff of the Sleeve ,  Red End of Clothes and Sleeves ,  Dress Sleeved Red ,  The Red-Stained Sleeve Cuff ,  The Red Sleeve Cuff ,  Ot Somae Bolkeun Kkeutdong ,  Otsomae Beulgeun Kkeuddong ,  Ossomae Bulgeun Kkeutdong  ", 17," 8.9 (scored by 9,053 users)", #44, #362," 21,953"," Nov 12, 2021 - Jan  1, 2022", 1 hr. 20 min.,"Historical,Romance,Drama,Melodrama","Biographical,StrongMaleLead,KingMaleLead,MaleChasesFemaleFirst,JoseonDynasty,SmartFemaleLead,PowerStruggle,PalaceDrama,StrongFemaleLead,Trauma","Lee Jun Ho,Lee Se Young,Kang Hoon,","Lee Deok Hwa,Park Ji Young,Jang Hee Jin,"
10814,https://mydramalist.com/10814-healer,Healer (2014),https://i.mydramalist.com/lBOo4c.jpg?v=1, Drama, South Korea ,"Seo Jung Hoo is a special kind of night courier, known only as ""Healer"" by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn't involve murder. His latest job leads him to a second-rate tabloid writer, Chae Young Shin, and the successful reporter, Kim Moon Ho. He begins to uncover the mystery of his own shared past with the two reporters, thus putting them all in danger."," Lee Jung Sub,  Kim Jin Woo ",  Heelreo  , 20," 8.9 (scored by 55,251 users)", #45, #14," 108,918"," Dec  8, 2014 - Feb 10, 2015", 60 min.,"Action,Thriller,Mystery,Romance","DoubleIdentity,HiddenIdentity,SmartMaleLead,StrongMaleLead,ChildishFemaleLead,Fight,Secret,SassyFemaleLead,HardworkingFemaleLead,Trauma","Ji Chang Wook,Park Min Young,Yoo Ji Tae,","Kim  Mi Kyung,Park Sang Won,Do Ji Won,"
21934,https://mydramalist.com/21934-stranger,Stranger (2017),https://i.mydramalist.com/1o3zzc.jpg?v=1, Drama, South Korea ,"Hwang Shi Mok underwent brain surgery as a child to curb his violent temper, which left him devoid of emotions.  Hwang becomes a prosecutor known for his piercing intelligence and logic, but he is ostracized because he lacks empathy and social skills. He is also one of only a handful of upright prosecutors who have refused to take bribes. One day, he encounters a stabbing victim while investigating corruption. He meets Lieutenant Han Yeo Jin at the crime scene. They join forces to root out corruption at the prosecutors’ office and solve a serial murder case.  ", Ahn Gil Ho ,"  Secret Forest ,  Forest of Secrets ,  Bimilui Soop ,  Bimilui Sup  ", 16," 8.9 (scored by 17,339 users)", #47, #137," 42,411"," Jun 10, 2017 - Jul 30, 2017", 1 hr. 10 min.,"Thriller,Mystery,Law,Drama","Suspense,Investigation,Corruption,CrimeSolvingDuo,Murder,CalmMaleLead,Alexithymia,EmotionlessMaleLead,StrongFemaleLead,SmartFemaleLead","Jo Seung Woo,Bae Doo Na,Lee Joon Hyuk,Yoo Jae Myung,Shin Hye Sun,","Choi Jae Woong,"
18452,https://mydramalist.com/18452-goblin,Goblin (2016),https://i.mydramalist.com/JkD8Xc.jpg?v=1, Drama, South Korea ,"Kim Shin was once an unbeatable general in Goryeo's military who died a tragic death. He now possesses immortality but is tired of living while everyone else around him dies. For 900 years, Kim Shin has searched for his bride, a mortal who can pull out the sword and end his life. One day, he encounters Ji Eun Tak, a positive, upbeat high school student who can see the dead and has gone through tragic events, yet still stays strong. She claims to be the Goblin's bride who can end his immortal life, but what appears to be an easy task, only gets complicated, as the two fall in love.  ", Lee Eung Bok ,"  쓸쓸하고 찬란하神-도깨비 ,  Dokkaebi ,  Sseulsseulhago Chalranhashin-Dokkaebi ,  The Lonely, Shining Goblin ,  Guardian: The Lonely and Great God ,  Goblin: The Story of an Eternal, Great God Who Falls in Love ,  Goblin: The Lonely and Great God  ", 16," 8.8 (scored by 85,604 users)", #50, #1," 161,334"," Dec  2, 2016 - Jan 21, 2017", 1 hr. 22 min.,"Comedy,Romance,Fantasy,Melodrama","Supernatural,OlderMan/YoungerWoman,InterspeciesRomance,Dokkaebi,Fate,Tearjerker,Bromance,Death,Heartfelt,TrueLove","Gong Yoo,Kim Go Eun,Lee Dong Wook,Yoo In Na,Yook Sung Jae,","Lee El,"
