id,url,title,img_url,type,country,synopsis,director,alsoknownas,episodes,score,ranked,popularity,watchers,aired,duration,genres,tags,mainrole,supportrole
49231,https://mydramalist.com/49231-move-to-heaven,Move to Heaven (2021),https://i.mydramalist.com/Rle36_4c.jpg?v=1, Drama, South Korea ,"Geu Roo is a young autistic man. He works for his father’s business “Move To Heaven.” Their job is to arrange items left by deceased people. One day, Geu Roo's own father dies. Geu Roo is left alone, but his uncle Sang Koo suddenly appears in front of him. Sang Koo is a cold man. He was a martial artist who fought in underground matches. He went to prison because of what happened at his fight. Sang Koo now becomes Geu Roo’s guardian. They run “Move To Heaven” together.   ~~ Adapted from the nonfiction essay ""Things Left Behind"" by professional trauma cleaner Kim Sae Byul.", Kim Sung Ho ,"  Move To Heaven: I Am a Person Who Arranges Articles Left by Deceased ,  Move to Heaven: I Clean Dead People's Possessions ,  Move To Heaven: Naneun Yoopoomjungrisaibmida ,  Mubeu Tu Hebeun: Naneun Yoopoomjungrisaibmida  ", 10," 9.2 (scored by 22,077 users)", #2, #122," 44,506"," May 14, 2021", 52 min.,"Life,Drama,Family","Autism,Uncle-NephewRelationship,Death,SavantSyndrome,Mourning,Tearjerker,Father-SonRelationship,LifeLesson,Ex-convict,CleaningAndOrganizing","Lee Je Hoon,Tang Jun Sang,Hong Seung Hee,","Jung Suk Yong,Jung Young Joo,Lee Moon Shik,"
36269,https://mydramalist.com/36269-doctor-playbook,Hospital Playlist (2020),https://i.mydramalist.com/RXXL6_4c.jpg?v=1, Drama, South Korea ,"The stories of people going through their days that are seemingly ordinary but actually special, at the hospital, a place known as the microcosm of life, where someone is being born and someone's life meets their ending. The five doctors are long-time friends of 20 years who started their undergrad in 1999 in the same medical school and now are colleagues in the same hospital and have a band together. ", Shin Won Ho ,"  Wise Doctor Life ,  Seulkirowoon Uisasaenghwal ,  Doctor Playbook ,  Smart Doctor Living ,  A Wise Doctor's Life ,  Secret Doctor's Life ,  Seulgiroun euisasaenghal ,  Seulgiroun uisasaenghwal ,  슬기로운 의사생활 ,  Hospital Playlist+  ", 12," 9.1 (scored by 29,999 users)", #5, #57," 66,100"," Mar 12, 2020 - May 28, 2020", 1 hr. 30 min.,"Friendship,Romance,Life,Medical","StrongFriendship,MultipleMains,BestFriends,Hospital,SlowRomance,MultipleCouples,StrongFemaleLead,SlightRomance,NiceMaleLead,Bromance","Jo Jung Suk,Yoo Yeon Seok,Jung Kyung Ho,Kim Dae Myung,Jeon Mi Do,","Shin Hyun Bin,"
54625,https://mydramalist.com/54625-flower-of-evil,Flower of Evil (2020),https://i.mydramalist.com/WAEAp_4c.jpg?v=1, Drama, South Korea ,"Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life and a successful career. He is a loving husband and doting father to his young daughter. But his perfect façade begins to crumble when his wife, Cha Ji Won, a homicide detective, begins investigating a string of serial murders from 15 years ago. Ji Won notices changes in Hee Sung’s behavior and begins to wonder if he could possibly be hiding something from her.   "," Kim Chul Gyu,  Yoon Jong Ho ","  Agui Kkot ,  Akui Kkot ,  Akeui Kkot ,  The Flower of Evil  ", 16," 9.1 (scored by 32,081 users)", #6, #50," 70,561"," Jul 29, 2020 - Sep 23, 2020", 1 hr. 10 min.,"Thriller,Romance,Crime,Melodrama","MarriedCouple,Deception,FamilySecret,Suspense,Mystery,SmartFemaleLead,HiddenPersonality,AntisocialPersonalityDisorder,SerialKiller,Investigation","Lee Joon Gi,Moon Chae Won,Jang Hee Jin,Seo Hyun Woo,","Nam Ki Ae,Son Jong Hak,"
57173,https://mydramalist.com/57173-hospital-playlist-2,Hospital Playlist 2 (2021),https://i.mydramalist.com/dKY0d_4c.jpg?v=1, Drama, South Korea ,"Everyday is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.  ", Shin Won Ho ,"  Hospital Playlist Season 2 ,  Hospital Playlist++ ,  슬기로운 의사 생활 2  ", 12," 9.1 (scored by 15,275 users)", #9, #209," 32,553"," Jun 17, 2021 - Sep 16, 2021", 1 hr. 40 min.,"Friendship,Romance,Life,Medical","Workplace,StrongFriendship,BestFriends,MultipleMains,Band,Music,StrongFemaleLead,MultipleCouples,Comedy,Hospital","Jo Jung Suk,Yoo Yeon Seok,Jung Kyung Ho,Kim Dae Myung,Jeon Mi Do,","Shin Hyun Bin,"
25172,https://mydramalist.com/25172-my-ajusshi,My Mister (2018),https://i.mydramalist.com/2lb8k_4c.jpg?v=1, Drama, South Korea ,"Park Dong Hoon is a middle-aged engineer who is married to attorney Kang Yoon Hee. However, his life is not that happy as he has two unemployed brothers, Sang Hoon and Gi Hoon, who rely on him. Moreover, his wife is secretly having an affair with CEO Do Joon Yeong, his current boss and college junior.  Receiving an unexpected bribe one day, Dong Hoon notices that his co-worker Lee Ji An witnessed the incident. Ji An is a young part-time worker at Dong Hoon's company who is drowning in debt and left alone to take care of her ill grandmother. Dong Hoon then gets entangled in his brothers' struggle to get back on their feet and the company's internal rivalry between the company's CEO and the people opposing him. All the while, unaware that CEO Joon Yeong wants to get rid of him and that Ji An is working for him.  "," Kim Won Suk,  Kim Sang Woo ","  My Ahjusshi ,  Naui Ajeosshi ,  My Ajusshi ,  My Ahjussi  ", 16," 9.1 (scored by 18,946 users)", #10, #100," 49,865"," Mar 21, 2018 - May 17, 2018", 1 hr. 17 min.,"Psychological,Life,Drama,Family","NiceMaleLead,StrongFemaleLead,SmartFemaleLead,Healing,Depression,PoorFemaleLead,Workplace,Infidelity,OfficeWorker,HardworkingFemaleLead","Lee Sun Kyun,IU,","Park Ho San,Song Sae Byuk,Lee Ji Ah,Kim Young Min,"
22624,https://mydramalist.com/22624-wise-prison-life,Prison Playbook (2017),https://i.mydramalist.com/xXK7yc.jpg?v=1, Drama, South Korea ,"Kim Je Hyuk, a famous baseball player, is arrested after using excessive force while chasing a man trying to sexually assault his sister. Shockingly to him and the rest of the nation, he is sentenced to a year in prison. There, he meets his childhood friend and fellow baseball player, Lee Joon Ho, who gave up on baseball after a car accident, but now is a prison guard and one of Je Hyuk's biggest fans. The drama revolves around Je Hyuk's time in prison, as well as the prisoners he meets and events that take place there.  ", Shin Won Ho ,"  Seulgirowoon Gambbangsaenghwal ,  감옥 ,  Gamok ,  Prison ,  Smart Prison Living ,  Wise Prison Life ,  Seulgirowun Gamppangsaenghwal  ", 16," 9.1 (scored by 20,456 users)", #12, #84," 54,764"," Nov 22, 2017 - Jan 18, 2018", 1 hr. 32 min.,"Comedy,Crime,Life,Drama","Prison,Bromance,WrongfullyAccused,LifeLesson,SlightRomance,StrongMaleLead,CharacterDevelopment,Baseball,Murder,BlackComedy","Park Hae Soo,Jung Kyung Ho,","Krystal Jung,Im Hwa Young,Ye Soo Jung,Kim Kyung Nam,"
13544,https://mydramalist.com/13544-reply-1988,Reply 1988 (2015),https://i.mydramalist.com/EVe0p_4c.jpg?v=1, Drama, South Korea ,"Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul, lean on each other to survive their challenging teen years and set a path for their futures. Sung Deok Sun struggles for attention as the middle child in her poor family while also carrying the burden of her 999th ranking in school. Kim Jung Hwan only has a one-track mind for soccer, even after his family becomes rich overnight. Sung Sun Woo is the perfect student, student council president and a caring and dependable son in his family. Ryu Dong Ryong is a geek who knows more about girls and life than the rest of his friends, but his poor academic score prevents him from being able to go to college. Choi Taek is a genius baduk player who dropped out of school to go professional. As the group of friends gets into and out of mischief around the neighborhood, what experiences from these memorable times together will they carry with them into their future lives?   "," Shin Won Ho,  Yoo Hak Chan ","  Eungdabhara 1988 ,  Answer Me 1988 ,  Respond 1988 ,  Answer To 1988 ,  Respond To 1988 ,  Contéstame 1988  ", 20," 9.0 (scored by 31,358 users)", #14, #47," 71,090"," Nov  6, 2015 - Jan 16, 2016", 1 hr. 40 min.,"Comedy,Romance,Life,Youth","Neighbors,ChildhoodFriends,MultipleCouples,Nostalgia,PoorFamily,LoveTriangle,BestFriends,Heartfelt,HighSchool,Mother-SonRelationship","Lee Hye Ri,Go Kyung Pyo,Ryu Joon Yeol,Park Bo Gum,Lee Dong Hwi,","Sung Dong Il,"
49865,https://mydramalist.com/49865-psycho-but-it-s-okay,It's Okay to Not Be Okay (2020),https://i.mydramalist.com/xw3xX_4c.jpg?v=1, Drama, South Korea ,"Moon Gang Tae is a community health worker at a psychiatric ward who was blessed with everything including a great body, smarts, ability to sympathize with others, patience, ability to react quickly, stamina, and more. Meanwhile, Ko Moon Young is a popular writer of children’s literature who, due to suffering from an antisocial personality disorder, seems extremely selfish, arrogant, and rude.  Moon Gang Tae denies love and Ko Moon Young doesn’t know it. The two defy fate and fall in love, finding their souls and identities in the process.   "," Park Shin Woo,  Jung Dong Yoon ","  Saikojiman Gwaenchanha ,  I'm a Psycho but It's Okay ,  Psycho But It's All Right ,  Psycho But It's Okay ,  Psycho But It's Fine ,  Saikojiman gwaenchana  ", 16," 9.0 (scored by 63,920 users)", #22, #10," 116,511"," Jun 20, 2020 - Aug  9, 2020", 1 hr. 15 min.,"Psychological,Comedy,Romance,Drama","Melodrama,MentalHealth,IndependentFemaleLead,EmotionallyWounded,SuccessfulFemaleLead,Healing,SelflessMaleLead,Psychiatry,ChildhoodConnection,ToughMaleLead","Kim Soo Hyun,Seo Yea Ji,Oh Jung Se,","Park Gyu Young,Jang Young Nam,Kim Chang Wan,"
21308,https://mydramalist.com/21308-mother,Mother (2018),https://i.mydramalist.com/dRPqdc.jpg?v=1, Drama, South Korea ,"Realizing one of her students is being abused, school teacher and bird researcher Soo Jin impulsively kidnaps the girl and acts as a substitute mother in an attempt to take care of her.   "," Kim Chul Gyu,  Yoon Hyun Gi ","  Madeo ,  Call Me Mother  ", 16," 9.0 (scored by 7,262 users)", #23, #304," 25,042"," Jan 24, 2018 - Mar 15, 2018", 1 hr. 3 min.,"Thriller,Mystery,Psychological,Melodrama","Mother-DaughterRelationship,IndependentFemaleLead,OrphanFemaleLead,SmartFemaleLead,ChildAbuse,Adoption,StrongFemaleLead,Investigation,Suspense,Motherhood","Lee Bo Young,Heo Yool,Lee Hye Young,","Go Sung Hee,Lee Jae Yoon,Go Bo Gyeol,"
58365,https://mydramalist.com/58365-queen-cheorin,Mr. Queen (2020),https://i.mydramalist.com/qPA42_4c.jpg?v=1, Drama, South Korea ,"Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country’s top politicians in the Blue House’s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea’s past.  While Queen Kim So Yong’s husband is the reigning monarch, King Cheol Jong, he is so in name only. The late King Sunjo’s Queen, Sun Won, has taken advantage of King Cheol Jong’s better nature, and is ruling the realm in his name. And she faces competition from her own brother, Kim Jwa Guen, who also has designs on power.   Queen Kim So Yong will come to  discover that her husband harbours some secrets, and is not as gentle and meek as he seems…    ~~ Adapted from the novel ""The Promotion Record of a Crown Princess"" (太子妃升职记) by Xian Cheng (鲜橙).", Yoon Sung Shik ,"  Iron Queen ,  Queen Cheolin ,  The Iron Empress ,  Queen Cheo Rin ,  Queen Cheorin ,  Queen Iron ,  No Touch Princess ,  Mister Queen ,  Cheolinwanghoo ,  Cheolinwanghu ,  Cheorinwanghoo ,  Cheorinwanghu  ", 20," 9.0 (scored by 24,767 users)", #25, #104," 49,293"," Dec 12, 2020 - Feb 14, 2021", 1 hr. 20 min.,"Historical,Comedy,Romance,Fantasy","Transmigration,CalmMaleLead,JoseonDynasty,TimeTravel,SassyFemaleLead,SmartMaleLead,BodySwap,GenderSwap,EccentricFemaleLead,PowerStruggle","Shin Hye Sun,Kim Jung Hyun,","Bae Jong Ok,Kim Tae Woo,Jo Yun Hee,Seol In Ah,"
